Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Strain (minNm),Power (W),Temperature Difference (K)
0,299.1,310.5,1389,61.4,64,3929.6,8930.982427478135,11.399999999999975
0,298.0,307.8,1716,26.6,9,239.4,4779.9960542899435,9.800000000000011
1,298.1,308.0,1924,20.8,29,603.2,4190.800824084688,9.899999999999975
0,301.4,310.7,1706,27.9,170,4743.0,4984.388072332494,9.300000000000011
0,300.5,311.9,1887,21.7,56,1215.2,4288.054060664316,11.399999999999975
1,300.0,309.3,2293,16.3,170,2771.0,3913.995095376891,9.300000000000011
0,301.0,311.6,1461,40.6,154,6252.400000000001,6211.61982653081,10.600000000000025
0,298.6,309.6,1390,50.3,196,9858.8,7321.691118701253,11.0
1,300.7,312.3,1430,47.2,131,6183.200000000001,7068.164591556556,11.600000000000025
1,297.7,308.9,1327,63.7,21,1337.7,8851.95042828933,11.199999999999989
0,298.9,308.9,1453,40.8,11,448.7999999999999,6208.038410905718,10.0
2,300.5,309.3,1471,45.2,223,10079.6,6962.732742102083,8.800000000000011
0,303.9,312.7,1339,62.3,156,9718.8,8735.690556155481,8.800000000000011
0,303.6,312.4,1388,41.9,221,9259.9,6090.207742445077,8.799999999999955
0,298.4,308.9,1628,34.9,93,3245.7,5949.883270584733,10.5
0,302.3,311.5,1448,49.6,28,1388.8,7521.056588498061,9.199999999999989
0,303.8,313.0,1499,42.3,38,1607.4,6640.0388167008505,9.199999999999989
1,300.5,311.3,1468,41.1,34,1397.4,6318.245481193649,10.800000000000011
0,299.5,309.1,1852,22.6,77,1740.2,4383.066294484383,9.600000000000025
1,300.1,309.2,1418,39.8,221,8795.8,5910.005987835166,9.099999999999966
0,301.5,310.9,1318,50.6,11,556.6,6983.844244734207,9.399999999999975
0,300.7,310.4,1543,47.3,203,9601.9,7642.856135677736,9.699999999999989
0,300.4,311.5,1704,29.7,103,3059.1,5299.741142899837,11.100000000000025
0,297.9,308.8,1681,31.7,94,2979.7999999999997,5580.274894889893,10.900000000000034
0,297.4,308.3,1493,41.2,43,1771.6,6441.479689018464,10.900000000000034
0,303.6,312.0,1827,23.3,103,2399.9,4457.825727664309,8.399999999999977
0,297.7,309.7,1591,37.7,196,7389.200000000001,6281.164215905777,12.0
0,298.4,307.9,1743,27.3,134,3658.2,4982.974355638378,9.5
0,300.9,310.7,1658,28.5,18,513.0,4948.322588669283,9.800000000000011
0,302.0,310.5,1370,44.4,85,3774.0,6369.893264418665,8.5
1,298.7,309.7,1629,27.9,136,3794.4,4759.418622408929,11.0
0,298.1,308.6,1354,53.9,207,11157.3,7642.510560485841,10.5
1,303.9,313.2,1350,47.2,2,94.4,6672.742796224721,9.300000000000011
1,298.6,309.5,1684,27.8,44,1223.2,4902.476279877897,10.899999999999975
0,297.3,308.2,1446,53.5,7,374.5,8101.224975812,10.899999999999975
2,299.2,308.7,1448,51.4,173,8892.199999999999,7793.998158241941,9.5
0,299.8,309.5,1545,32.2,18,579.6,5209.703097447955,9.699999999999989
0,300.4,311.6,1332,54.6,111,6060.6,7615.97457453852,11.200000000000044
0,301.9,309.6,1446,43.2,225,9720.0,6541.549887010811,7.700000000000045
1,298.2,307.8,1566,33.8,100,3379.9999999999995,5542.9004142876865,9.600000000000025
0,300.7,310.6,1654,34.2,89,3043.8,5923.661443902771,9.900000000000034
1,300.4,310.5,1500,43.0,9,387.0,6754.424205218055,10.100000000000025
0,299.3,309.0,1415,47.6,156,7425.6,7053.294386329564,9.699999999999989
0,298.9,309.5,1645,31.1,169,5255.900000000001,5357.410312044234,10.600000000000025
0,297.1,308.1,1633,33.3,192,6393.599999999999,5694.545091676466,11.0
0,303.3,311.6,1301,45.1,219,9876.9,6144.442103621549,8.300000000000011
0,299.4,308.7,1681,30.8,171,5266.8,5421.844377369361,9.300000000000011
0,300.4,309.8,1395,48.1,201,9668.1,7026.643208651611,9.400000000000034
0,299.6,309.5,1453,41.4,168,6955.2,6299.333093419037,9.899999999999975
1,298.3,307.9,1485,42.0,117,4914.0,6531.371126813179,9.599999999999966
0,298.0,307.7,1479,42.5,47,1997.5,6582.422007434014,9.699999999999989
1,300.3,309.8,1617,40.8,158,6446.4,6908.739236362385,9.5
0,299.4,309.1,1670,35.9,68,2441.2,6278.263478688963,9.700000000000044
0,297.9,307.6,1977,20.2,182,3676.4,4182.025308605661,9.700000000000044
0,298.9,310.0,1470,45.9,109,5003.099999999999,7065.756037188804,11.100000000000025
0,302.2,310.6,1386,50.0,132,6600.0,7257.079029792422,8.400000000000034
1,296.4,307.2,2071,19.4,183,3550.2,4207.367489344618,10.800000000000011
1,302.3,310.8,1611,31.8,169,5374.2,5364.772110829146,8.5
1,297.4,308.5,1566,31.4,76,2386.4,5149.321686645957,11.100000000000025
0,297.6,308.3,1617,31.7,39,1236.3,5367.819455703128,10.699999999999989
1,300.6,310.7,1457,36.7,193,7083.1,5599.564273782935,10.099999999999966
2,299.3,310.0,1373,44.8,221,9900.8,6441.35402531232,10.699999999999989
0,300.9,310.6,1598,35.4,186,6584.4,5923.9127713150565,9.700000000000044
0,299.6,310.9,1448,46.3,196,9074.8,7020.663710634278,11.299999999999956
0,300.9,310.9,1615,32.0,183,5856.0,5411.916944584017,10.0
2,297.7,309.6,1697,32.2,210,6762.000000000001,5722.243466905617,11.900000000000034
0,303.3,312.2,1506,40.0,50,2000.0,6308.318048408304,8.899999999999977
0,300.7,309.6,1733,24.8,85,2108.0,4500.687523434785,8.900000000000034
0,300.3,310.2,1492,52.3,2,104.6,8171.450043595242,9.899999999999975
0,304.2,313.4,1568,37.6,25,940.0,6173.941658638757,9.199999999999989
0,300.5,310.3,1435,43.3,31,1342.3,6506.814344237619,9.800000000000011
1,300.7,309.5,1838,24.9,66,1643.4,4792.625256757372,8.800000000000011
0,298.9,309.0,1410,65.7,191,12548.7,9700.923955019922,10.100000000000025
1,300.6,310.5,2156,18.0,16,288.0,4063.964256683757,9.899999999999975
1,298.0,308.9,1339,51.4,68,3495.2,7207.295258208535,10.899999999999975
1,300.7,309.5,1733,26.7,108,2883.6,4845.498261117289,8.800000000000011
1,297.9,307.8,1303,59.3,75,4447.5,8091.475566610358,9.900000000000034
2,301.0,311.0,1640,37.6,118,4436.8,6457.4389796987,10.0
1,297.6,308.8,1416,45.9,101,4635.9,6806.197652149215,11.199999999999989
0,303.7,313.1,1406,48.6,183,8893.800000000001,7155.668418934544,9.400000000000034
1,303.4,311.7,1353,44.1,192,8467.2,6248.345044651275,8.300000000000011
0,302.5,310.2,1716,29.9,156,4664.4,5373.003083581551,7.699999999999989
0,298.4,310.1,1533,35.2,92,3238.4,5650.845537865033,11.700000000000044
0,298.5,308.2,1451,47.5,18,855.0,7217.547322234751,9.699999999999989
0,302.6,312.1,1288,68.5,0,0.0,9239.214554697342,9.5
1,297.3,308.4,1449,44.4,34,1509.6,6737.208277476383,11.099999999999966
0,302.0,310.9,1446,44.0,64,2816.0,6662.689699733233,8.899999999999977
0,300.6,309.8,1688,28.6,135,3861.0,5055.534673960791,9.199999999999989
0,303.9,313.1,1491,37.2,195,7254.000000000001,5808.302161662954,9.200000000000044
0,297.4,309.1,1380,41.1,152,6247.2,5939.495070876863,11.700000000000044
0,301.1,311.0,1565,52.3,183,9570.9,8571.259596666592,9.899999999999975
0,302.8,310.6,1617,37.9,207,7845.299999999999,6417.6768886797645,7.800000000000011
1,295.8,306.5,1514,37.7,60,2262.0,5977.173238768916,10.699999999999989
0,299.6,309.1,1641,35.8,81,2899.7999999999997,6152.055229818749,9.5
1,301.2,310.9,1359,50.8,118,5994.4,7229.558678146976,9.699999999999989
1,300.2,309.5,1500,45.7,89,4067.3,7178.539213452677,9.300000000000011
1,297.1,308.2,1529,37.9,183,6935.7,6068.415561404676,11.099999999999966
1,301.4,310.7,1639,29.8,127,3784.6,5114.743223505447,9.300000000000011
2,299.0,310.3,1658,27.6,69,1904.4,4792.059770079727,11.300000000000011
0,300.1,309.4,1858,23.6,26,613.6,4591.835598290938,9.299999999999956
2,296.9,308.0,1318,53.5,88,4708.0,7384.10409275257,11.100000000000025
1,298.1,308.8,1433,48.2,62,2988.4,7233.056317967973,10.699999999999989
2,300.3,311.6,1427,56.2,8,449.6,8398.252089233403,11.300000000000011
0,296.9,308.0,1332,53.9,7,377.3,7518.33387486495,11.100000000000025
1,303.7,312.7,1316,51.8,197,10204.6,7138.620042801063,9.0
0,300.7,310.2,1286,64.9,160,10384.0,8740.057369943972,9.5
0,298.0,307.6,1654,28.9,123,3554.7,5005.667126572808,9.600000000000025
0,302.4,311.9,1671,29.9,204,6099.599999999999,5232.102653068049,9.5
0,300.2,309.7,1656,34.3,120,4116.0,5948.165866600771,9.5
0,302.4,311.9,1578,29.9,44,1315.6,4940.908430006811,9.5
0,301.2,310.6,1389,45.3,64,2899.2,6589.145015712696,9.400000000000034
0,303.5,311.6,2183,17.0,110,1870.0,3886.2548322456937,8.100000000000023
0,298.3,308.1,1505,46.1,80,3688.0,7265.508970079554,9.800000000000011
0,301.6,310.7,1424,50.5,214,10807.0,7530.607030164973,9.099999999999966
1,300.4,309.6,1675,35.5,164,5822.0,6226.898438802769,9.200000000000044
1,298.5,309.5,1315,48.9,127,6210.3,6733.846773337043,11.0
0,297.3,308.5,1384,39.6,144,5702.400000000001,5739.312786990122,11.199999999999989
1,297.2,308.3,1794,27.5,38,1045.0,5166.349118828414,11.100000000000025
0,300.0,309.2,1759,27.9,5,139.5,5139.237174227935,9.199999999999989
0,298.8,308.7,1490,33.6,71,2385.6,5242.6898203106475,9.899999999999975
0,302.4,310.0,1426,46.6,102,4753.2,6958.795279309585,7.600000000000023
0,300.7,311.8,1443,43.7,217,9482.9,6603.533510066138,11.100000000000025
0,298.9,308.2,2384,15.0,19,285.0,3744.7784430790334,9.300000000000011
1,302.3,311.2,1507,47.7,70,3339.0,7527.664405046113,8.899999999999977
2,300.6,311.9,1604,30.5,45,1372.5,5123.099859963995,11.299999999999956
0,300.7,311.2,1457,51.4,61,3135.4,7842.441516960297,10.5
0,298.8,309.8,1485,42.4,74,3137.6,6593.574661354258,11.0
0,300.5,309.6,1465,41.6,217,9027.2,6382.040756012545,9.100000000000025
0,301.9,310.8,1427,47.7,92,4388.400000000001,7128.05381950949,8.900000000000034
0,300.3,309.1,1699,30.3,178,5393.400000000001,5390.94157763355,8.800000000000011
1,299.7,309.1,1508,41.2,152,6262.400000000001,6506.196497682414,9.400000000000034
0,302.9,311.1,1556,45.3,135,6115.5,7381.3604351684335,8.200000000000045
0,297.4,308.6,1439,51.9,188,9757.2,7820.900663332181,11.200000000000044
0,299.8,310.3,1524,34.2,196,6703.200000000001,5458.077412640763,10.5
2,298.8,309.9,1466,44.6,66,2943.6,6846.954580841787,11.099999999999966
0,302.4,311.8,1727,26.5,213,5644.5,4792.5519529287885,9.400000000000034
0,299.0,310.4,1339,49.6,94,4662.400000000001,6954.899704419133,11.399999999999975
0,300.4,309.8,1513,32.9,117,3849.3,5212.708554419888,9.400000000000034
0,299.3,310.6,1443,45.7,97,4432.900000000001,6905.754723341476,11.300000000000011
1,301.5,310.6,1382,58.1,67,3892.7,8408.388961528986,9.100000000000025
0,303.3,311.2,1763,27.3,27,737.1,5040.151341933713,7.899999999999977
0,297.3,308.3,1333,55.2,11,607.2,7705.447133312758,11.0
0,298.0,309.2,1378,49.7,94,4671.8,7171.899980978092,11.199999999999989
0,300.1,311.3,1547,40.0,201,8040.0,6480.058446804546,11.199999999999989
1,301.7,310.1,1743,27.3,210,5733.0,4982.974355638378,8.400000000000034
1,298.2,308.3,1476,43.5,129,5611.5,6723.636597212875,10.100000000000025
0,302.5,311.8,1335,52.7,135,7114.5,7367.506011566104,9.300000000000011
0,303.5,313.0,1482,38.5,82,3157.0,5974.995067862427,9.5
1,301.9,310.8,1557,35.3,65,2294.5,5755.617652862252,8.900000000000034
1,296.3,307.1,1534,33.8,151,5103.799999999999,5429.635527150263,10.800000000000011
1,299.0,310.3,1657,31.0,70,2170.0,5379.139661231563,11.300000000000011
1,300.4,309.7,1547,38.0,181,6878.0,6156.055524464319,9.300000000000011
0,301.6,310.4,1517,41.1,167,6863.7,6529.140596029131,8.799999999999955
0,302.4,310.3,1923,23.3,172,4007.6,4692.062875915964,7.900000000000034
1,297.6,308.3,1648,29.1,134,3899.4,5022.024352322501,10.699999999999989
1,300.3,309.9,1494,38.5,33,1270.5,6023.37559472771,9.599999999999966
0,298.2,309.0,1610,31.7,155,4913.5,5344.582142042075,10.800000000000011
1,300.2,309.4,1456,48.8,205,10004.0,7440.631816566162,9.199999999999989
2,300.1,311.4,1518,46.9,87,4080.3,7455.439189940082,11.299999999999956
1,301.7,310.5,1625,35.9,121,4343.9,6109.0887142931515,8.800000000000011
0,297.2,308.3,1419,39.7,115,4565.5,5899.31410083745,11.100000000000025
0,303.1,312.8,1465,44.1,109,4806.900000000001,6765.5768591382985,9.699999999999989
0,302.2,311.2,1649,33.2,9,298.8,5733.071489584991,9.0
1,297.5,308.0,1560,39.0,141,5499.0,6371.1499014801,10.5
1,303.6,313.0,1396,38.2,117,4469.400000000001,5584.411325217121,9.399999999999975
0,301.3,310.9,2165,17.4,143,2488.2,3944.8978951127033,9.599999999999966
1,303.4,312.0,1748,28.4,200,5680.0,5198.623747356293,8.600000000000023
1,300.7,311.0,1706,25.0,153,3825.0,4466.29755585349,10.300000000000011
0,297.2,308.1,1431,49.7,210,10437.0,7447.742287938787,10.900000000000034
0,295.7,306.3,1490,34.3,97,3327.1,5351.912524900452,10.600000000000025
1,299.0,308.3,1377,47.2,35,1652.0,6806.197652149215,9.300000000000011
0,297.3,308.0,1527,35.1,165,5791.5,5612.738018976989,10.699999999999989
0,302.3,311.7,1414,47.0,11,517.0,6959.465485742348,9.399999999999975
1,300.2,311.6,1465,41.4,78,3229.2,6351.3578677624855,11.400000000000034
0,300.8,310.9,1453,43.9,84,3687.6,6679.727603891201,10.099999999999966
0,298.0,308.5,1664,28.3,196,5546.8,4931.378932290923,10.5
0,302.3,311.7,1400,41.6,136,5657.6,6098.878538168985,9.399999999999975
1,298.3,308.9,1646,25.4,46,1168.4,4378.165409944782,10.599999999999966
1,297.5,309.2,1530,40.0,206,8240.0,6408.849013323178,11.699999999999989
0,299.7,310.3,1386,46.6,2,93.2,6763.597655766537,10.600000000000025
0,304.0,313.2,1632,30.6,121,3702.6,5229.620794871714,9.199999999999989
2,297.4,307.9,1390,52.0,131,6812.0,7569.143900049008,10.5
0,297.4,308.6,1532,38.7,136,5263.200000000001,6208.666729436436,11.200000000000044
0,301.3,310.5,1365,47.7,70,3339.0,6818.3556157186085,9.199999999999989
1,298.0,308.5,1666,31.0,198,6138.0,5408.356472909948,10.5
0,303.7,313.0,1753,29.0,42,1218.0,5323.6381910181435,9.300000000000011
1,297.1,307.9,1609,38.9,166,6457.4,6554.419944915017,10.799999999999956
1,304.2,313.2,1396,50.5,11,555.5,7382.533296425774,9.0
0,299.3,308.4,1406,47.4,3,142.2,6978.985248096653,9.099999999999966
0,297.5,308.4,1723,27.3,67,1829.1,4925.797369343044,10.899999999999975
1,301.9,310.7,1405,47.9,80,3832.0,7047.587159675543,8.800000000000011
0,302.4,311.2,1466,43.9,152,6672.8,6739.491168137992,8.800000000000011
0,302.3,311.6,1658,32.3,150,4845.0,5608.098933825187,9.300000000000011
1,302.7,312.0,1652,31.0,81,2511.0,5362.908099188016,9.300000000000011
0,299.3,309.0,1511,47.8,148,7074.4,7563.468089321524,9.699999999999989
2,298.7,309.7,1565,39.3,94,3694.2,6440.7361787571135,11.0
0,299.2,308.4,1877,23.9,4,95.6,4697.759630594473,9.199999999999989
2,299.3,309.0,1732,29.7,141,4187.7,5386.826091257347,9.699999999999989
0,301.1,311.1,1508,41.5,184,7636.0,6553.571714898548,10.0
1,301.1,310.6,1310,48.8,103,5026.4,6694.524505289609,9.5
0,299.1,308.5,1455,39.8,145,5771.0,6064.2162992243775,9.399999999999975
0,298.0,308.8,1610,33.7,212,7144.400000000001,5681.779753527381,10.800000000000011
0,300.1,310.1,1306,64.7,57,3687.9,8848.630812052035,10.0
0,299.4,308.7,1446,62.9,134,8428.6,9524.61777530046,9.300000000000011
0,300.6,310.0,1635,31.0,107,3317.0,5307.720788239955,9.399999999999975
2,300.5,310.7,1654,28.6,161,4604.6,4953.705184082433,10.199999999999989
2,299.2,310.5,1329,48.9,30,1467.0,6805.537917691961,11.300000000000011
1,297.2,308.8,1485,47.9,143,6849.7,7448.873261294079,11.600000000000025
0,302.5,310.8,1577,36.9,158,5830.2,6093.778686094657,8.300000000000011
0,300.3,309.9,1377,55.3,4,221.2,7974.210384827364,9.599999999999966
0,302.4,311.8,1508,45.7,108,4935.6,7216.8247559244255,9.400000000000034
0,297.4,308.1,1474,39.4,20,788.0,6081.662610427313,10.700000000000044
0,300.0,311.5,1455,41.7,130,5421.0,6353.714062252678,11.5
0,299.3,310.4,1629,32.6,177,5770.2,5561.184483531581,11.099999999999966
0,300.0,309.1,1431,45.4,90,4086.0,6803.370218760984,9.100000000000025
1,297.6,308.4,1391,51.9,218,11314.2,7560.022809378085,10.799999999999956
0,304.0,313.1,1720,28.7,106,3042.2,5169.385991726885,9.100000000000025
0,299.6,310.9,1229,65.2,209,13626.8,8391.277753542434,11.299999999999956
2,297.2,308.5,1524,41.4,192,7948.799999999999,6607.146341617766,11.300000000000011
2,302.2,311.9,1597,35.8,160,5728.0,5987.10067155426,9.699999999999989
1,298.6,309.7,1635,32.2,110,3542.0000000000005,5513.180947784728,11.099999999999966
0,301.5,310.4,1543,34.0,55,1870.0,5493.807793087591,8.899999999999977
0,298.8,308.8,1523,44.4,55,2442.0,7081.275504897537,10.0
1,298.5,309.3,1465,42.4,173,7335.2,6504.7723090127865,10.800000000000011
0,301.4,310.9,1414,38.8,162,6285.599999999999,5745.2608690809175,9.5
1,298.7,309.9,1411,45.1,51,2300.1,6663.956808770181,11.199999999999989
0,299.7,309.0,1412,49.2,85,4182.0,7274.923276064813,9.300000000000011
1,302.4,311.1,1480,45.7,200,9140.0,7082.825357273308,8.700000000000045
1,302.4,311.9,1422,46.4,194,9001.6,6909.4932185992475,9.5
0,301.7,311.2,1589,37.9,75,2842.5,6306.548284546782,9.5
0,300.5,309.8,1461,52.5,146,7665.0,8032.267017065704,9.300000000000011
0,302.9,312.4,1424,49.5,155,7672.5,7381.486098874578,9.5
0,303.6,312.3,2168,17.7,219,3876.3,4018.473995059776,8.699999999999989
1,303.6,312.7,1699,31.5,105,3307.5,5604.444214371511,9.099999999999966
0,295.6,306.2,1569,35.1,140,4914.0,5767.1158819743905,10.599999999999966
2,301.1,311.3,2207,16.6,43,713.8000000000001,3836.53389251488,10.199999999999989
0,299.7,309.4,1650,29.8,93,2771.4,5149.07035923367,9.699999999999989
0,301.9,311.0,1356,45.7,119,5438.3,6489.3994489612205,9.100000000000025
1,298.7,308.5,1360,52.9,69,3650.1,7533.958062328803,9.800000000000011
0,300.6,310.1,1297,50.0,130,6500.0,6791.076119509936,9.5
0,303.2,311.2,1404,50.9,31,1577.9,7483.650691969317,8.0
0,299.2,309.0,1515,48.9,228,11149.2,7758.005978407315,9.800000000000011
0,300.3,309.2,1587,31.4,43,1350.2,5218.373893171861,8.899999999999977
0,299.2,310.7,1540,36.3,175,6352.499999999999,5854.043750699219,11.5
0,299.0,309.0,1544,31.8,25,795.0,5141.656200571199,10.0
0,300.7,310.8,2113,18.5,95,1757.5,4093.54758750506,10.100000000000025
1,300.3,309.4,1612,33.1,150,4965.0,5587.55291787071,9.099999999999966
2,303.7,312.5,1520,35.6,154,5482.400000000001,5666.59538903503,8.800000000000011
