Type,Rotational speed _rpm_,Tool wear _min_,Strain _minNm_,Power _W_,Temperature Difference _K_
1,1276,50,3295.0000000000005,8805.716656404,11.399999999999977
0,1427,65,3055.0,7023.4492561204615,9.5
0,1515,183,7466.4,6472.937503456409,9.400000000000034
0,1438,7,286.3,6159.008621558693,8.699999999999989
0,1316,200,12240.0,8434.045301533302,10.800000000000011
0,1309,167,8283.2,6799.076708801078,10.699999999999989
1,1357,96,4675.200000000001,6920.499264862325,10.5
0,1683,161,4685.1,5128.681422911874,10.599999999999966
0,1526,85,3544.5000000000005,6663.757841235454,9.800000000000011
2,1781,70,1743.0,4643.996508316039,9.5
1,1630,223,7225.2,5530.459707379472,8.699999999999989
0,1437,55,2200.0,6019.291524278044,8.899999999999977
0,1314,146,9212.6,8682.6709441384,9.400000000000034
1,1406,119,5973.8,7391.24598005173,9.5
0,1422,140,5656.0,6016.02426791831,9.5
1,1434,189,9053.1,7193.053371512261,8.199999999999989
0,1502,103,4326.0,6606.1410319686165,9.599999999999966
1,1483,181,8163.1,7004.0027975947405,11.5
0,1551,61,2183.7999999999997,5814.648178823204,9.5
2,1526,47,1795.4,6104.449629141352,9.199999999999989
2,1419,3,118.80000000000001,5884.45436758597,10.0
0,1430,35,1627.5,6963.340116681777,8.600000000000023
0,1666,128,4096.0,5582.819584939302,11.5
0,1800,128,3110.4,4580.442088933919,9.600000000000023
0,1567,9,353.7,6448.96715150952,8.900000000000034
0,1711,38,1098.2,5178.171979181424,9.600000000000023
0,1468,178,9380.6,8101.497247175312,9.199999999999989
0,1385,158,7110.0,6526.658737832795,9.600000000000023
1,1524,131,5292.4,6447.553434815404,9.700000000000045
0,1484,223,9945.800000000001,6931.02360025185,8.300000000000011
1,1527,102,3182.4,4989.100461312879,11.399999999999977
0,1650,60,1944.0,5598.318108697012,11.400000000000034
0,1688,91,2948.4,5727.249071200336,9.5
0,1449,26,1209.0,7055.860020329997,10.699999999999989
0,1515,38,1387.0,5790.740658729386,11.0
1,1390,175,9345.0,7772.928543511866,11.0
1,1444,46,2217.2000000000003,7288.578732132416,11.0
0,1706,107,3156.5,5270.231115907117,10.5
1,1412,59,3416.1,8561.342635856761,9.600000000000023
0,1389,64,3929.6,8930.982427478135,11.399999999999977
0,1716,9,239.4,4779.9960542899435,9.800000000000011
1,1924,29,603.2,4190.800824084688,9.899999999999977
0,1706,170,4743.0,4984.388072332494,9.300000000000011
0,1887,56,1215.2,4288.054060664316,11.399999999999977
1,2293,170,2771.0,3913.9950953768916,9.300000000000011
0,1461,154,6252.400000000001,6211.61982653081,10.600000000000023
0,1390,196,9858.8,7321.691118701253,11.0
1,1430,131,6183.200000000001,7068.164591556556,11.600000000000023
1,1327,21,1337.7,8851.95042828933,11.199999999999989
0,1453,11,448.79999999999995,6208.038410905718,10.0
2,1471,223,10079.6,6962.732742102083,8.800000000000011
0,1339,156,9718.8,8735.690556155481,8.800000000000011
0,1388,221,9259.9,6090.207742445077,8.799999999999955
0,1628,93,3245.7,5949.883270584733,10.5
0,1448,28,1388.8,7521.056588498061,9.199999999999989
0,1499,38,1607.3999999999999,6640.0388167008505,9.199999999999989
1,1468,34,1397.4,6318.245481193649,10.800000000000011
0,1852,77,1740.2,4383.066294484383,9.600000000000023
1,1418,221,8795.8,5910.005987835166,9.099999999999966
0,1318,11,556.6,6983.844244734207,9.399999999999977
0,1543,203,9601.9,7642.856135677736,9.699999999999989
0,1704,103,3059.1,5299.741142899837,11.100000000000023
0,1681,94,2979.7999999999997,5580.274894889893,10.900000000000034
0,1493,43,1771.6000000000001,6441.479689018464,10.900000000000034
0,1827,103,2399.9,4457.825727664309,8.399999999999977
0,1591,196,7389.200000000001,6281.164215905777,12.0
0,1743,134,3658.2000000000003,4982.974355638378,9.5
0,1658,18,513.0,4948.322588669283,9.800000000000011
0,1370,85,3774.0,6369.893264418665,8.5
1,1629,136,3794.3999999999996,4759.418622408929,11.0
0,1354,207,11157.3,7642.510560485841,10.5
1,1350,2,94.4,6672.742796224721,9.300000000000011
1,1684,44,1223.2,4902.476279877897,10.899999999999977
0,1446,7,374.5,8101.224975812,10.899999999999977
2,1448,173,8892.199999999999,7793.998158241941,9.5
0,1545,18,579.6,5209.703097447955,9.699999999999989
0,1332,111,6060.6,7615.97457453852,11.200000000000045
0,1446,225,9720.0,6541.549887010811,7.7000000000000455
1,1566,100,3379.9999999999995,5542.9004142876865,9.600000000000023
0,1654,89,3043.8,5923.661443902771,9.900000000000034
1,1500,9,387.0,6754.424205218055,10.100000000000023
0,1415,156,7425.6,7053.294386329564,9.699999999999989
0,1645,169,5255.900000000001,5357.410312044234,10.600000000000023
0,1633,192,6393.599999999999,5694.545091676466,11.0
0,1301,219,9876.9,6144.442103621549,8.300000000000011
0,1681,171,5266.8,5421.844377369361,9.300000000000011
0,1395,201,9668.1,7026.643208651611,9.400000000000034
0,1453,168,6955.2,6299.333093419037,9.899999999999977
1,1485,117,4914.0,6531.371126813179,9.599999999999966
0,1479,47,1997.5,6582.422007434014,9.699999999999989
1,1617,158,6446.4,6908.739236362385,9.5
0,1670,68,2441.2,6278.263478688963,9.700000000000045
0,1977,182,3676.4,4182.025308605661,9.700000000000045
0,1470,109,5003.099999999999,7065.756037188804,11.100000000000023
0,1386,132,6600.0,7257.079029792422,8.400000000000034
1,2071,183,3550.2,4207.367489344618,10.800000000000011
1,1611,169,5374.2,5364.772110829146,8.5
1,1566,76,2386.4,5149.321686645957,11.100000000000023
0,1617,39,1236.3,5367.819455703128,10.699999999999989
1,1457,193,7083.1,5599.564273782935,10.099999999999966
2,1373,221,9900.8,6441.35402531232,10.699999999999989
0,1598,186,6584.4,5923.9127713150565,9.700000000000045
0,1448,196,9074.8,7020.663710634278,11.299999999999955
0,1615,183,5856.0,5411.916944584017,10.0
2,1697,210,6762.000000000001,5722.243466905617,11.900000000000034
0,1506,50,2000.0,6308.318048408304,8.899999999999977
0,1733,85,2108.0,4500.687523434785,8.900000000000034
0,1492,2,104.6,8171.450043595242,9.899999999999977
0,1568,25,940.0,6173.941658638757,9.199999999999989
0,1435,31,1342.3,6506.814344237619,9.800000000000011
1,1838,66,1643.3999999999999,4792.625256757372,8.800000000000011
0,1410,191,12548.7,9700.923955019922,10.100000000000023
1,2156,16,288.0,4063.9642566837565,9.899999999999977
1,1339,68,3495.2,7207.295258208535,10.899999999999977
1,1733,108,2883.6,4845.498261117289,8.800000000000011
1,1303,75,4447.5,8091.475566610358,9.900000000000034
2,1640,118,4436.8,6457.4389796987,10.0
1,1416,101,4635.9,6806.197652149215,11.199999999999989
0,1406,183,8893.800000000001,7155.668418934544,9.400000000000034
1,1353,192,8467.2,6248.345044651275,8.300000000000011
0,1716,156,4664.4,5373.003083581551,7.699999999999989
0,1533,92,3238.4,5650.845537865033,11.700000000000045
0,1451,18,855.0,7217.547322234751,9.699999999999989
0,1288,0,0.0,9239.214554697342,9.5
1,1449,34,1509.6,6737.208277476383,11.099999999999966
0,1446,64,2816.0,6662.689699733233,8.899999999999977
0,1688,135,3861.0,5055.534673960791,9.199999999999989
0,1491,195,7254.000000000001,5808.302161662954,9.200000000000045
0,1380,152,6247.2,5939.495070876863,11.700000000000045
0,1565,183,9570.9,8571.259596666592,9.899999999999977
0,1617,207,7845.299999999999,6417.6768886797645,7.800000000000011
1,1514,60,2262.0,5977.173238768916,10.699999999999989
0,1641,81,2899.7999999999997,6152.055229818749,9.5
1,1359,118,5994.4,7229.558678146976,9.699999999999989
1,1500,89,4067.3,7178.539213452677,9.300000000000011
1,1529,183,6935.7,6068.415561404676,11.099999999999966
1,1639,127,3784.6,5114.743223505447,9.300000000000011
2,1658,69,1904.4,4792.059770079727,11.300000000000011
0,1858,26,613.6,4591.835598290938,9.299999999999955
2,1318,88,4708.0,7384.10409275257,11.100000000000023
1,1433,62,2988.4,7233.056317967973,10.699999999999989
2,1427,8,449.6,8398.252089233403,11.300000000000011
0,1332,7,377.3,7518.33387486495,11.100000000000023
1,1316,197,10204.599999999999,7138.620042801063,9.0
0,1286,160,10384.0,8740.057369943972,9.5
0,1654,123,3554.7,5005.667126572808,9.600000000000023
0,1671,204,6099.599999999999,5232.102653068049,9.5
0,1656,120,4116.0,5948.165866600771,9.5
0,1578,44,1315.6,4940.908430006811,9.5
0,1389,64,2899.2,6589.145015712696,9.400000000000034
0,2183,110,1870.0,3886.2548322456937,8.100000000000023
0,1505,80,3688.0,7265.508970079554,9.800000000000011
0,1424,214,10807.0,7530.607030164973,9.099999999999966
1,1675,164,5822.0,6226.898438802769,9.200000000000045
1,1315,127,6210.3,6733.846773337043,11.0
0,1384,144,5702.400000000001,5739.312786990122,11.199999999999989
1,1794,38,1045.0,5166.349118828414,11.100000000000023
0,1759,5,139.5,5139.237174227935,9.199999999999989
0,1490,71,2385.6,5242.6898203106475,9.899999999999977
0,1426,102,4753.2,6958.795279309585,7.600000000000023
0,1443,217,9482.900000000001,6603.533510066138,11.100000000000023
0,2384,19,285.0,3744.7784430790334,9.300000000000011
1,1507,70,3339.0,7527.664405046113,8.899999999999977
2,1604,45,1372.5,5123.099859963995,11.299999999999955
0,1457,61,3135.4,7842.441516960297,10.5
0,1485,74,3137.6,6593.574661354258,11.0
0,1465,217,9027.2,6382.040756012545,9.100000000000023
0,1427,92,4388.400000000001,7128.05381950949,8.900000000000034
0,1699,178,5393.400000000001,5390.94157763355,8.800000000000011
1,1508,152,6262.400000000001,6506.196497682414,9.400000000000034
0,1556,135,6115.5,7381.3604351684335,8.200000000000045
0,1439,188,9757.199999999999,7820.9006633321815,11.200000000000045
0,1524,196,6703.200000000001,5458.077412640763,10.5
2,1466,66,2943.6,6846.954580841787,11.099999999999966
0,1727,213,5644.5,4792.5519529287885,9.400000000000034
0,1339,94,4662.400000000001,6954.899704419133,11.399999999999977
0,1513,117,3849.2999999999997,5212.708554419888,9.400000000000034
0,1443,97,4432.900000000001,6905.754723341476,11.300000000000011
1,1382,67,3892.7000000000003,8408.388961528986,9.100000000000023
0,1763,27,737.1,5040.151341933713,7.899999999999977
0,1333,11,607.2,7705.447133312758,11.0
0,1378,94,4671.8,7171.899980978092,11.199999999999989
0,1547,201,8040.0,6480.058446804546,11.199999999999989
1,1743,210,5733.0,4982.974355638378,8.400000000000034
1,1476,129,5611.5,6723.636597212875,10.100000000000023
0,1335,135,7114.5,7367.506011566104,9.300000000000011
0,1482,82,3157.0,5974.995067862427,9.5
1,1557,65,2294.5,5755.617652862252,8.900000000000034
1,1534,151,5103.799999999999,5429.635527150263,10.800000000000011
1,1657,70,2170.0,5379.139661231563,11.300000000000011
1,1547,181,6878.0,6156.055524464319,9.300000000000011
0,1517,167,6863.7,6529.140596029131,8.799999999999955
0,1923,172,4007.6,4692.062875915964,7.900000000000034
1,1648,134,3899.4,5022.024352322501,10.699999999999989
1,1494,33,1270.5,6023.37559472771,9.599999999999966
0,1610,155,4913.5,5344.582142042075,10.800000000000011
1,1456,205,10004.0,7440.631816566162,9.199999999999989
2,1518,87,4080.2999999999997,7455.439189940082,11.299999999999955
1,1625,121,4343.9,6109.0887142931515,8.800000000000011
0,1419,115,4565.5,5899.31410083745,11.100000000000023
0,1465,109,4806.900000000001,6765.5768591382985,9.699999999999989
0,1649,9,298.8,5733.071489584991,9.0
1,1560,141,5499.0,6371.1499014801,10.5
1,1396,117,4469.400000000001,5584.411325217121,9.399999999999977
0,2165,143,2488.2,3944.8978951127033,9.599999999999966
1,1748,200,5680.0,5198.623747356293,8.600000000000023
1,1706,153,3825.0,4466.29755585349,10.300000000000011
0,1431,210,10437.0,7447.742287938787,10.900000000000034
0,1490,97,3327.1,5351.912524900452,10.600000000000023
1,1377,35,1652.0,6806.197652149215,9.300000000000011
0,1527,165,5791.5,5612.738018976989,10.699999999999989
0,1414,11,517.0,6959.465485742348,9.399999999999977
1,1465,78,3229.2,6351.3578677624855,11.400000000000034
0,1453,84,3687.6,6679.727603891201,10.099999999999966
0,1664,196,5546.8,4931.378932290923,10.5
0,1400,136,5657.6,6098.878538168985,9.399999999999977
1,1646,46,1168.3999999999999,4378.165409944782,10.599999999999966
1,1530,206,8240.0,6408.849013323178,11.699999999999989
0,1386,2,93.2,6763.597655766537,10.600000000000023
0,1632,121,3702.6000000000004,5229.620794871714,9.199999999999989
2,1390,131,6812.0,7569.143900049008,10.5
0,1532,136,5263.200000000001,6208.666729436436,11.200000000000045
0,1365,70,3339.0,6818.3556157186085,9.199999999999989
1,1666,198,6138.0,5408.356472909948,10.5
0,1753,42,1218.0,5323.6381910181435,9.300000000000011
1,1609,166,6457.4,6554.419944915017,10.799999999999955
1,1396,11,555.5,7382.533296425774,9.0
0,1406,3,142.2,6978.985248096653,9.099999999999966
0,1723,67,1829.1000000000001,4925.797369343044,10.899999999999977
1,1405,80,3832.0,7047.587159675543,8.800000000000011
0,1466,152,6672.8,6739.491168137992,8.800000000000011
0,1658,150,4845.0,5608.098933825187,9.300000000000011
1,1652,81,2511.0,5362.908099188016,9.300000000000011
0,1511,148,7074.4,7563.468089321524,9.699999999999989
2,1565,94,3694.2,6440.7361787571135,11.0
0,1877,4,95.6,4697.759630594473,9.199999999999989
2,1732,141,4187.7,5386.826091257347,9.699999999999989
0,1508,184,7636.0,6553.571714898548,10.0
1,1310,103,5026.4,6694.524505289609,9.5
0,1455,145,5771.0,6064.2162992243775,9.399999999999977
0,1610,212,7144.400000000001,5681.779753527381,10.800000000000011
0,1306,57,3687.9,8848.630812052035,10.0
0,1446,134,8428.6,9524.617775300461,9.300000000000011
0,1635,107,3317.0,5307.720788239955,9.399999999999977
2,1654,161,4604.6,4953.705184082433,10.199999999999989
2,1329,30,1467.0,6805.537917691961,11.300000000000011
1,1485,143,6849.7,7448.873261294079,11.600000000000023
0,1577,158,5830.2,6093.778686094657,8.300000000000011
0,1377,4,221.2,7974.210384827364,9.599999999999966
0,1508,108,4935.6,7216.8247559244255,9.400000000000034
0,1474,20,788.0,6081.662610427313,10.700000000000045
0,1455,130,5421.0,6353.714062252678,11.5
0,1629,177,5770.2,5561.184483531581,11.099999999999966
0,1431,90,4086.0,6803.370218760984,9.100000000000023
1,1391,218,11314.199999999999,7560.022809378085,10.799999999999955
0,1720,106,3042.2,5169.385991726885,9.100000000000023
0,1229,209,13626.800000000001,8391.277753542434,11.299999999999955
2,1524,192,7948.799999999999,6607.146341617766,11.300000000000011
2,1597,160,5728.0,5987.10067155426,9.699999999999989
1,1635,110,3542.0000000000005,5513.180947784728,11.099999999999966
0,1543,55,1870.0,5493.807793087591,8.899999999999977
0,1523,55,2442.0,7081.275504897537,10.0
1,1465,173,7335.2,6504.7723090127865,10.800000000000011
0,1414,162,6285.599999999999,5745.2608690809175,9.5
1,1411,51,2300.1,6663.956808770181,11.199999999999989
0,1412,85,4182.0,7274.923276064813,9.300000000000011
1,1480,200,9140.0,7082.825357273308,8.700000000000045
1,1422,194,9001.6,6909.4932185992475,9.5
0,1589,75,2842.5,6306.548284546782,9.5
0,1461,146,7665.0,8032.267017065704,9.300000000000011
0,1424,155,7672.5,7381.486098874578,9.5
0,2168,219,3876.2999999999997,4018.4739950597764,8.699999999999989
1,1699,105,3307.5,5604.444214371511,9.099999999999966
0,1569,140,4914.0,5767.1158819743905,10.599999999999966
2,2207,43,713.8000000000001,3836.53389251488,10.199999999999989
0,1650,93,2771.4,5149.07035923367,9.699999999999989
0,1356,119,5438.3,6489.3994489612205,9.100000000000023
1,1360,69,3650.1,7533.958062328803,9.800000000000011
0,1297,130,6500.0,6791.076119509936,9.5
0,1404,31,1577.8999999999999,7483.650691969317,8.0
0,1515,228,11149.199999999999,7758.005978407315,9.800000000000011
0,1587,43,1350.2,5218.373893171861,8.899999999999977
0,1540,175,6352.499999999999,5854.043750699219,11.5
0,1544,25,795.0,5141.656200571199,10.0
0,2113,95,1757.5,4093.54758750506,10.100000000000023
1,1612,150,4965.0,5587.55291787071,9.099999999999966
2,1520,154,5482.400000000001,5666.59538903503,8.800000000000011
0,1513,212,9094.8,6797.11844938034,11.300000000000011
0,1439,203,7328.3,5439.971366980574,9.399999999999977
0,1434,138,6665.4,7253.120623048899,10.800000000000011
1,1533,137,5219.7,6116.398153200504,9.300000000000011
0,1710,14,380.8,4870.725250125615,9.199999999999989
1,1354,96,5836.799999999999,8620.865344666776,11.199999999999989
1,1488,196,8212.4,6528.983516396451,10.699999999999989
1,1449,113,5028.5,6752.382169993221,9.300000000000011
2,1908,104,2215.2000000000003,4255.852735965022,9.600000000000023
0,1385,119,5140.8,6265.592388319484,11.0
1,1325,34,1768.0,7215.191127744559,11.199999999999989
0,1525,179,7285.3,6499.693400889484,8.100000000000023
0,1384,141,6852.6,7043.702056760604,9.199999999999989
0,1516,119,5474.0,7302.736843024594,9.399999999999977
1,1604,119,3772.2999999999997,5324.664444618316,11.0
0,1476,223,10659.4,7388.271939006332,9.600000000000023
0,1613,142,4927.400000000001,5861.279885777989,10.699999999999989
0,1636,56,1831.2000000000003,5602.2136835874635,10.699999999999989
1,1413,64,2912.0,6732.590136275607,11.0
0,1621,95,3002.0,5364.122848347405,10.800000000000011
0,1309,188,9606.800000000001,7004.6939479785315,11.599999999999966
1,1537,33,1155.0,5633.399226662097,9.900000000000034
0,1546,109,4458.099999999999,6621.576723873254,11.100000000000023
0,1416,185,7622.000000000001,6109.266737876856,11.0
1,1591,182,7644.0,6997.583476605906,11.300000000000011
1,1534,121,5190.9,6891.460476767641,9.600000000000023
0,1379,39,1825.1999999999998,6758.319780108506,11.199999999999989
0,1530,185,6456.5,5591.720764124473,9.400000000000034
1,1323,106,5607.4,7328.990085633092,11.100000000000023
1,2133,207,3788.1000000000004,4087.620449365288,8.400000000000034
0,1405,193,10441.300000000001,7959.800946522899,10.700000000000045
0,1469,86,3405.6,6091.799482722896,8.5
2,1538,65,2496.0,6184.66496156301,9.099999999999966
1,1597,191,7009.700000000001,6137.614375587747,8.100000000000023
0,1448,72,3564.0,7505.893167956734,9.299999999999955
2,1438,59,2596.0,6625.828345931112,9.199999999999989
0,1617,203,6699.0,5587.950852940165,11.199999999999989
1,1469,14,600.6,6599.44943961647,10.0
0,1490,54,2219.4,6412.933083772845,11.199999999999989
1,1752,77,1940.3999999999999,4623.419076435027,11.199999999999989
1,1257,122,8698.6,9385.413804819898,9.199999999999989
2,1631,43,1401.8,5568.012211565382,9.900000000000034
1,1413,72,3189.6,6555.02731949471,10.300000000000011
0,1512,172,6226.400000000001,5731.772964621506,9.900000000000034
1,1843,116,2923.2,4863.56241887543,11.099999999999966
0,1739,128,3520.0,5007.96048920993,9.699999999999989
1,1444,18,792.0,6653.474361282703,10.900000000000034
0,1403,54,2467.8,6714.327010982738,11.399999999999977
0,1434,108,4957.2,6892.717113829077,9.600000000000023
0,1528,54,2025.0,6000.441968356505,11.100000000000023
2,1496,104,4586.400000000001,6908.739236362386,9.5
1,1572,50,1925.0,6337.849019352049,9.900000000000034
2,1596,75,2632.5,5866.358793901293,11.100000000000023
2,1771,216,5788.8,4970.292793293388,11.300000000000011
1,1255,77,4673.900000000001,7977.393865383002,11.100000000000023
1,1548,75,2512.5,5430.5570609953165,8.5
1,1747,188,5452.0,5305.416953627323,10.699999999999989
1,1352,126,5544.0,6229.568792558321,8.800000000000011
0,1496,60,2112.0,5514.458528797188,11.399999999999977
1,1453,153,6609.6,6573.217140958996,9.699999999999989
1,1376,74,4432.599999999999,8631.253544374644,11.099999999999966
0,1571,0,0.0,6481.880570543628,11.0
0,1520,73,2868.8999999999996,6255.539291827996,7.800000000000011
0,2007,116,2296.8,4161.416460798112,9.799999999999955
0,1540,71,2676.7000000000003,6079.819542737208,11.400000000000034
0,1872,202,4120.799999999999,3999.1217843136624,9.400000000000034
1,1498,3,148.5,7765.074561877892,10.300000000000011
0,1443,52,2563.6,7449.7529072370835,10.699999999999989
0,1398,79,4179.099999999999,7744.465714070343,11.199999999999989
0,1627,124,4042.4,5554.356755497779,9.400000000000034
0,1591,122,4477.400000000001,6114.555085510398,10.200000000000045
0,1690,244,7490.8,5433.175054873308,11.199999999999989
0,1488,107,4558.2,6638.05961332909,11.300000000000011
0,1401,114,4856.400000000001,6249.947256904606,9.799999999999955
1,1645,86,2700.4,5409.089511195786,11.0
0,1497,207,7803.900000000001,5910.058347712727,10.199999999999989
0,1429,201,8904.3,6629.252681923525,11.199999999999989
0,1540,21,835.8,6418.483230794186,9.0
0,2025,64,1369.6,4538.030588110456,8.899999999999977
0,1481,124,5046.8,6312.161263421196,9.700000000000045
0,1378,64,3040.0,6854.4315713573305,11.199999999999989
0,1334,88,4813.6,7641.37958713055,9.200000000000045
1,1586,131,4283.700000000001,5430.996883966819,11.5
0,1514,196,8212.4,6643.065217623809,9.5
2,1692,125,3625.0,5138.388944211465,9.300000000000011
0,1611,183,5929.2,5465.994226127808,11.199999999999989
0,1517,107,4194.400000000001,6227.3068458477355,11.699999999999989
0,1296,41,2578.9,8536.586885746472,10.100000000000023
0,1399,111,5461.200000000001,7207.944520690277,8.099999999999966
0,1514,9,341.09999999999997,6008.882380619149,10.199999999999989
1,1365,56,2727.2000000000003,6961.298081456943,10.899999999999977
1,1183,170,10438.0,7606.445076822632,9.5
0,1343,98,4919.6,7060.059282510295,9.300000000000011
1,1541,12,442.79999999999995,5954.668963393701,11.399999999999977
0,1616,114,3898.8,5787.567650149261,11.100000000000023
0,1771,202,6383.200000000001,5860.494487614592,8.5
0,1534,83,3295.1000000000004,6377.412142836256,11.400000000000034
0,1491,101,4555.1,7041.7856852419145,11.300000000000011
0,1853,166,4365.8,5103.4020740259875,11.299999999999955
0,1798,89,2269.5,4801.296052481281,10.399999999999977
0,1440,100,4340.0,6544.565815958257,8.299999999999955
0,1386,35,1435.0,5950.804804429787,10.800000000000011
0,1423,114,5460.599999999999,7137.876532539713,9.399999999999977
0,1540,113,3853.3,5499.253220353813,11.199999999999989
1,1380,5,236.5,6835.477295680671,9.800000000000011
1,1605,142,4231.6,5008.641167618207,9.799999999999955
1,1440,111,4162.5,5654.8667764616275,9.899999999999977
2,1319,15,819.0,7541.644492354587,11.199999999999989
0,1738,128,3302.4,4695.6757074675925,8.799999999999955
0,1619,45,1804.5,6798.605469903039,10.699999999999989
1,1553,18,628.1999999999999,5675.779311559023,10.300000000000011
0,1369,208,11689.6,8056.907575445361,9.5
0,1681,197,5732.700000000001,5122.58673316391,10.200000000000045
0,1467,216,7948.799999999999,5653.358811987904,11.399999999999977
0,1575,42,1587.6,6234.4906210489435,11.199999999999989
0,1503,191,6971.5,5744.873405986975,8.899999999999977
1,1443,13,509.6,5923.5357801966275,10.699999999999989
0,1249,143,8637.199999999999,7900.016438325084,11.0
1,1710,190,5035.0,4745.375703247382,9.399999999999977
0,1550,54,1998.0,6005.677956112488,11.0
0,1737,97,2541.4,4765.733223642645,10.800000000000011
0,1559,196,7056.0,5877.291536335785,9.0
0,1413,122,5673.0,6880.559150259685,9.700000000000045
0,1416,209,12916.199999999999,9163.900106815283,9.699999999999989
0,1312,49,3606.3999999999996,10112.074657570729,9.299999999999955
1,1555,109,4425.400000000001,6611.272299969481,11.700000000000045
2,1390,194,9506.0,7132.4625212000265,11.599999999999966
0,1564,26,1014.0,6387.486183278767,9.800000000000011
1,1960,20,418.0,4289.740048721743,11.199999999999989
0,1981,44,941.5999999999999,4439.426466689783,9.199999999999989
1,1483,28,1142.3999999999999,6336.215391172182,9.899999999999977
1,1996,203,4019.4,4138.6084981330505,8.900000000000034
0,1440,12,493.20000000000005,6197.733987001944,9.200000000000045
0,1713,116,3248.0,5022.778334559362,11.399999999999977
0,1968,130,2678.0,4245.422648355104,9.199999999999989
0,1832,178,4076.2,4393.286942584062,8.0
0,1278,18,972.0,7226.91974031796,10.699999999999989
2,1385,98,4135.6,6120.555527478756,10.199999999999989
1,1693,73,2511.2,6098.79476236489,11.199999999999989
1,1412,219,10752.9,7260.136846641916,11.0
0,1567,172,6604.8,6301.280880864263,11.400000000000034
2,1498,37,1424.5,6039.502437016138,9.399999999999977
1,1427,13,561.6,6455.595912008594,9.600000000000023
0,1675,46,1366.2,5209.546017815274,11.199999999999989
0,1694,36,975.6,4807.4116861802695,11.100000000000023
