Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Strain (minNm),Power (W),Temperature Difference (K)
0.0,301.1,311.0,1565.0,52.3,183.0,9570.9,8571.259596666592,9.899999999999977
0.0,302.8,310.6,1617.0,37.9,207.0,7845.299999999999,6417.6768886797645,7.800000000000011
1.0,295.8,306.5,1514.0,37.7,60.0,2262.0,5977.173238768916,10.699999999999989
0.0,299.6,309.1,1641.0,35.8,81.0,2899.7999999999997,6152.055229818749,9.5
1.0,301.2,310.9,1359.0,50.8,118.0,5994.4,7229.558678146976,9.699999999999989
1.0,300.2,309.5,1500.0,45.7,89.0,4067.3,7178.539213452677,9.300000000000011
1.0,297.1,308.2,1529.0,37.9,183.0,6935.7,6068.415561404676,11.099999999999966
1.0,301.4,310.7,1639.0,29.8,127.0,3784.6,5114.743223505447,9.300000000000011
2.0,299.0,310.3,1658.0,27.6,69.0,1904.4,4792.059770079727,11.300000000000011
0.0,300.1,309.4,1858.0,23.6,26.0,613.6,4591.835598290938,9.299999999999955
2.0,296.9,308.0,1318.0,53.5,88.0,4708.0,7384.10409275257,11.100000000000023
1.0,298.1,308.8,1433.0,48.2,62.0,2988.4,7233.056317967973,10.699999999999989
2.0,300.3,311.6,1427.0,56.2,8.0,449.6,8398.252089233403,11.300000000000011
0.0,296.9,308.0,1332.0,53.9,7.0,377.3,7518.33387486495,11.100000000000023
1.0,303.7,312.7,1316.0,51.8,197.0,10204.599999999999,7138.620042801063,9.0
0.0,300.7,310.2,1286.0,64.9,160.0,10384.0,8740.057369943972,9.5
0.0,298.0,307.6,1654.0,28.9,123.0,3554.7,5005.667126572808,9.600000000000023
0.0,302.4,311.9,1671.0,29.9,204.0,6099.599999999999,5232.102653068049,9.5
0.0,300.2,309.7,1656.0,34.3,120.0,4116.0,5948.165866600771,9.5
0.0,302.4,311.9,1578.0,29.9,44.0,1315.6,4940.908430006811,9.5
0.0,301.2,310.6,1389.0,45.3,64.0,2899.2,6589.145015712696,9.400000000000034
0.0,303.5,311.6,2183.0,17.0,110.0,1870.0,3886.2548322456937,8.100000000000023
0.0,298.3,308.1,1505.0,46.1,80.0,3688.0,7265.508970079554,9.800000000000011
0.0,301.6,310.7,1424.0,50.5,214.0,10807.0,7530.607030164973,9.099999999999966
1.0,300.4,309.6,1675.0,35.5,164.0,5822.0,6226.898438802769,9.200000000000045
1.0,298.5,309.5,1315.0,48.9,127.0,6210.3,6733.846773337043,11.0
0.0,297.3,308.5,1384.0,39.6,144.0,5702.400000000001,5739.312786990122,11.199999999999989
1.0,297.2,308.3,1794.0,27.5,38.0,1045.0,5166.349118828414,11.100000000000023
0.0,300.0,309.2,1759.0,27.9,5.0,139.5,5139.237174227935,9.199999999999989
0.0,298.8,308.7,1490.0,33.6,71.0,2385.6,5242.6898203106475,9.899999999999977
0.0,302.4,310.0,1426.0,46.6,102.0,4753.2,6958.795279309585,7.600000000000023
0.0,300.7,311.8,1443.0,43.7,217.0,9482.900000000001,6603.533510066138,11.100000000000023
0.0,298.9,308.2,2384.0,15.0,19.0,285.0,3744.7784430790334,9.300000000000011
1.0,302.3,311.2,1507.0,47.7,70.0,3339.0,7527.664405046113,8.899999999999977
2.0,300.6,311.9,1604.0,30.5,45.0,1372.5,5123.099859963995,11.299999999999955
0.0,300.7,311.2,1457.0,51.4,61.0,3135.4,7842.441516960297,10.5
0.0,298.8,309.8,1485.0,42.4,74.0,3137.6,6593.574661354258,11.0
0.0,300.5,309.6,1465.0,41.6,217.0,9027.2,6382.040756012545,9.100000000000023
0.0,301.9,310.8,1427.0,47.7,92.0,4388.400000000001,7128.05381950949,8.900000000000034
0.0,300.3,309.1,1699.0,30.3,178.0,5393.400000000001,5390.94157763355,8.800000000000011
1.0,299.7,309.1,1508.0,41.2,152.0,6262.400000000001,6506.196497682414,9.400000000000034
0.0,302.9,311.1,1556.0,45.3,135.0,6115.5,7381.3604351684335,8.200000000000045
0.0,297.4,308.6,1439.0,51.9,188.0,9757.199999999999,7820.9006633321815,11.200000000000045
0.0,299.8,310.3,1524.0,34.2,196.0,6703.200000000001,5458.077412640763,10.5
2.0,298.8,309.9,1466.0,44.6,66.0,2943.6,6846.954580841787,11.099999999999966
0.0,302.4,311.8,1727.0,26.5,213.0,5644.5,4792.5519529287885,9.400000000000034
0.0,299.0,310.4,1339.0,49.6,94.0,4662.400000000001,6954.899704419133,11.399999999999977
0.0,300.4,309.8,1513.0,32.9,117.0,3849.2999999999997,5212.708554419888,9.400000000000034
0.0,299.3,310.6,1443.0,45.7,97.0,4432.900000000001,6905.754723341476,11.300000000000011
1.0,301.5,310.6,1382.0,58.1,67.0,3892.7000000000003,8408.388961528986,9.100000000000023
0.0,303.3,311.2,1763.0,27.3,27.0,737.1,5040.151341933713,7.899999999999977
0.0,297.3,308.3,1333.0,55.2,11.0,607.2,7705.447133312758,11.0
0.0,298.0,309.2,1378.0,49.7,94.0,4671.8,7171.899980978092,11.199999999999989
0.0,300.1,311.3,1547.0,40.0,201.0,8040.0,6480.058446804546,11.199999999999989
1.0,301.7,310.1,1743.0,27.3,210.0,5733.0,4982.974355638378,8.400000000000034
1.0,298.2,308.3,1476.0,43.5,129.0,5611.5,6723.636597212875,10.100000000000023
0.0,302.5,311.8,1335.0,52.7,135.0,7114.5,7367.506011566104,9.300000000000011
0.0,303.5,313.0,1482.0,38.5,82.0,3157.0,5974.995067862427,9.5
1.0,301.9,310.8,1557.0,35.3,65.0,2294.5,5755.617652862252,8.900000000000034
1.0,296.3,307.1,1534.0,33.8,151.0,5103.799999999999,5429.635527150263,10.800000000000011
1.0,299.0,310.3,1657.0,31.0,70.0,2170.0,5379.139661231563,11.300000000000011
1.0,300.4,309.7,1547.0,38.0,181.0,6878.0,6156.055524464319,9.300000000000011
0.0,301.6,310.4,1517.0,41.1,167.0,6863.7,6529.140596029131,8.799999999999955
0.0,302.4,310.3,1923.0,23.3,172.0,4007.6,4692.062875915964,7.900000000000034
1.0,297.6,308.3,1648.0,29.1,134.0,3899.4,5022.024352322501,10.699999999999989
1.0,300.3,309.9,1494.0,38.5,33.0,1270.5,6023.37559472771,9.599999999999966
0.0,298.2,309.0,1610.0,31.7,155.0,4913.5,5344.582142042075,10.800000000000011
1.0,300.2,309.4,1456.0,48.8,205.0,10004.0,7440.631816566162,9.199999999999989
2.0,300.1,311.4,1518.0,46.9,87.0,4080.2999999999997,7455.439189940082,11.299999999999955
1.0,301.7,310.5,1625.0,35.9,121.0,4343.9,6109.0887142931515,8.800000000000011
0.0,297.2,308.3,1419.0,39.7,115.0,4565.5,5899.31410083745,11.100000000000023
0.0,303.1,312.8,1465.0,44.1,109.0,4806.900000000001,6765.5768591382985,9.699999999999989
0.0,302.2,311.2,1649.0,33.2,9.0,298.8,5733.071489584991,9.0
1.0,297.5,308.0,1560.0,39.0,141.0,5499.0,6371.1499014801,10.5
1.0,303.6,313.0,1396.0,38.2,117.0,4469.400000000001,5584.411325217121,9.399999999999977
0.0,301.3,310.9,2165.0,17.4,143.0,2488.2,3944.8978951127033,9.599999999999966
1.0,303.4,312.0,1748.0,28.4,200.0,5680.0,5198.623747356293,8.600000000000023
1.0,300.7,311.0,1706.0,25.0,153.0,3825.0,4466.29755585349,10.300000000000011
0.0,297.2,308.1,1431.0,49.7,210.0,10437.0,7447.742287938787,10.900000000000034
0.0,295.7,306.3,1490.0,34.3,97.0,3327.1,5351.912524900452,10.600000000000023
1.0,299.0,308.3,1377.0,47.2,35.0,1652.0,6806.197652149215,9.300000000000011
0.0,297.3,308.0,1527.0,35.1,165.0,5791.5,5612.738018976989,10.699999999999989
0.0,302.3,311.7,1414.0,47.0,11.0,517.0,6959.465485742348,9.399999999999977
1.0,300.2,311.6,1465.0,41.4,78.0,3229.2,6351.3578677624855,11.400000000000034
0.0,300.8,310.9,1453.0,43.9,84.0,3687.6,6679.727603891201,10.099999999999966
0.0,298.0,308.5,1664.0,28.3,196.0,5546.8,4931.378932290923,10.5
0.0,302.3,311.7,1400.0,41.6,136.0,5657.6,6098.878538168985,9.399999999999977
1.0,298.3,308.9,1646.0,25.4,46.0,1168.3999999999999,4378.165409944782,10.599999999999966
1.0,297.5,309.2,1530.0,40.0,206.0,8240.0,6408.849013323178,11.699999999999989
0.0,299.7,310.3,1386.0,46.6,2.0,93.2,6763.597655766537,10.600000000000023
0.0,304.0,313.2,1632.0,30.6,121.0,3702.6000000000004,5229.620794871714,9.199999999999989
2.0,297.4,307.9,1390.0,52.0,131.0,6812.0,7569.143900049008,10.5
0.0,297.4,308.6,1532.0,38.7,136.0,5263.200000000001,6208.666729436436,11.200000000000045
0.0,301.3,310.5,1365.0,47.7,70.0,3339.0,6818.3556157186085,9.199999999999989
1.0,298.0,308.5,1666.0,31.0,198.0,6138.0,5408.356472909948,10.5
0.0,303.7,313.0,1753.0,29.0,42.0,1218.0,5323.6381910181435,9.300000000000011
1.0,297.1,307.9,1609.0,38.9,166.0,6457.4,6554.419944915017,10.799999999999955
1.0,304.2,313.2,1396.0,50.5,11.0,555.5,7382.533296425774,9.0
0.0,299.3,308.4,1406.0,47.4,3.0,142.2,6978.985248096653,9.099999999999966
0.0,297.5,308.4,1723.0,27.3,67.0,1829.1000000000001,4925.797369343044,10.899999999999977
1.0,301.9,310.7,1405.0,47.9,80.0,3832.0,7047.587159675543,8.800000000000011
0.0,302.4,311.2,1466.0,43.9,152.0,6672.8,6739.491168137992,8.800000000000011
0.0,302.3,311.6,1658.0,32.3,150.0,4845.0,5608.098933825187,9.300000000000011
1.0,302.7,312.0,1652.0,31.0,81.0,2511.0,5362.908099188016,9.300000000000011
0.0,299.3,309.0,1511.0,47.8,148.0,7074.4,7563.468089321524,9.699999999999989
2.0,298.7,309.7,1565.0,39.3,94.0,3694.2,6440.7361787571135,11.0
0.0,299.2,308.4,1877.0,23.9,4.0,95.6,4697.759630594473,9.199999999999989
2.0,299.3,309.0,1732.0,29.7,141.0,4187.7,5386.826091257347,9.699999999999989
0.0,301.1,311.1,1508.0,41.5,184.0,7636.0,6553.571714898548,10.0
1.0,301.1,310.6,1310.0,48.8,103.0,5026.4,6694.524505289609,9.5
